seller_id,seller_zip_code_prefix,seller_city,seller_state
SLR01671,3178,Akkarampalle,Andhra Pradesh
SLR01672,14403,Adilabad,Andhra Pradesh
SLR01673,72580,Eddumailaram,Andhra Pradesh
SLR01674,13382,Akhnoor,Jammu & Kashmir
SLR01675,6420,Madanapalle,Andhra Pradesh
SLR01676,5413,Akkarampalle,Andhra Pradesh
SLR01677,50751,Moragudi,Andhra Pradesh
SLR01678,13145,Meerpet,Andhra Pradesh
SLR01679,15502,Ramban,Jammu & Kashmir
SLR01680,37640,Mudalgi,Karnataka
SLR01681,15400,Shimla,Himachal Pradesh
SLR01682,13486,Kharsia,Chhattisgarh
SLR01683,1311,Akkarampalle,Andhra Pradesh
SLR01684,4142,Akkarampalle,Andhra Pradesh
SLR01685,7112,Bestavaripeta,Andhra Pradesh
SLR01686,9015,Bheemavaram,Andhra Pradesh
SLR01687,23943,,
SLR01688,9015,Bheemavaram,Andhra Pradesh
SLR01689,6763,Nizamabad,Andhra Pradesh
SLR01690,1129,Akkarampalle,Andhra Pradesh
SLR01691,6180,Nagari,Andhra Pradesh
SLR01692,88359,Zahirabad,Andhra Pradesh
SLR01693,86020,Kapas Hera,Delhi
SLR01694,31160,Anantapur,Andhra Pradesh
SLR01695,85904,Dantewada,Chhattisgarh
SLR01696,87505,Talai,Himachal Pradesh
SLR01697,5008,Akkarampalle,Andhra Pradesh
SLR01698,16200,Pitapuram,Andhra Pradesh
SLR01699,4142,Akkarampalle,Andhra Pradesh
SLR01700,60025,Dowleswaram,Andhra Pradesh
SLR01701,24855,Badepalle,Andhra Pradesh
SLR01702,82400,Anakapalle,Andhra Pradesh
SLR01703,80050,Anakapalle,Andhra Pradesh
SLR01704,74230,Bheemunipatnam,Andhra Pradesh
SLR01705,99670,Tharangambadi,Tamil Nadu
SLR01706,5303,,
SLR01707,2030,Akkarampalle,Andhra Pradesh
SLR01708,3185,Akkarampalle,Andhra Pradesh
SLR01709,2976,Akkarampalle,Andhra Pradesh
SLR01710,11370,Gajapathinagaram,Andhra Pradesh
SLR01711,88704,Kandla,Gujarat
SLR01712,14940,Tarsali,Gujarat
SLR01713,83327,,
SLR01714,93180,Kailaras,Madhya Pradesh
SLR01715,13145,Meerpet,Andhra Pradesh
SLR01716,13478,Rayachoti,Andhra Pradesh
SLR01717,81810,Anakapalle,Andhra Pradesh
SLR01718,11900,Sukhrali,Haryana
SLR01719,35570,Gohana,Haryana
SLR01720,86065,Kapas Hera,Delhi
SLR01721,81320,Anakapalle,Andhra Pradesh
SLR01722,3561,Akkarampalle,Andhra Pradesh
SLR01723,4445,Akkarampalle,Andhra Pradesh
SLR01724,80220,Anakapalle,Andhra Pradesh
SLR01725,89030,Mandamarri,Andhra Pradesh
SLR01726,81730,Anakapalle,Andhra Pradesh
SLR01727,21041,Badepalle,Andhra Pradesh
SLR01728,19023,Ranibennur,Karnataka
SLR01729,9687,,
SLR01730,8452,Akkarampalle,Andhra Pradesh
SLR01731,6060,Nagari,Andhra Pradesh
SLR01732,82510,Anakapalle,Andhra Pradesh
SLR01733,92010,Vepagunta,Andhra Pradesh
SLR01734,14090,Chirala,Andhra Pradesh
SLR01735,8032,Akkarampalle,Andhra Pradesh
SLR01736,37564,Goredi Chancha,Rajasthan
SLR01737,1319,Akkarampalle,Andhra Pradesh
SLR01738,28630,Arang,Chhattisgarh
SLR01739,9912,Ongole,Andhra Pradesh
SLR01740,35557,Surada,Orissa
SLR01741,14940,Tarsali,Gujarat
SLR01742,3951,Akkarampalle,Andhra Pradesh
SLR01743,7123,Bestavaripeta,Andhra Pradesh
SLR01744,84020,Champa,Chhattisgarh
SLR01745,8431,Akkarampalle,Andhra Pradesh
SLR01746,4773,Akkarampalle,Andhra Pradesh
SLR01747,6268,Nagari,Andhra Pradesh
SLR01748,3423,Akkarampalle,Andhra Pradesh
SLR01749,2611,Akkarampalle,Andhra Pradesh
SLR01750,22061,Badepalle,Andhra Pradesh
SLR01751,5424,Akkarampalle,Andhra Pradesh
SLR01752,80030,Anakapalle,Andhra Pradesh
SLR01753,6807,Kharod,Chhattisgarh
SLR01754,80045,Anakapalle,Andhra Pradesh
SLR01755,15940,Dapoli Camp,Maharashtra
SLR01756,39801,,
SLR01757,3520,Akkarampalle,Andhra Pradesh
SLR01758,13806,Gajendragarh,Karnataka
SLR01759,13880,Bhum,Maharashtra
SLR01760,3638,Akkarampalle,Andhra Pradesh
SLR01761,4310,Akkarampalle,Andhra Pradesh
SLR01762,5181,Akkarampalle,Andhra Pradesh
SLR01763,80710,Anakapalle,Andhra Pradesh
SLR01764,88061,Bhadrachalam,Andhra Pradesh
SLR01765,7082,Bestavaripeta,Andhra Pradesh
SLR01766,13060,Alwal,Andhra Pradesh
SLR01767,5594,Akkarampalle,Andhra Pradesh
SLR01768,9721,Adoni,Andhra Pradesh
SLR01769,13500,Pooth Khurd,Delhi
SLR01770,82940,Anakapalle,Andhra Pradesh
SLR01771,17580,Ashta,Madhya Pradesh
SLR01772,15502,Ramban,Jammu & Kashmir
SLR01773,98975,Kalpi,Uttar Pradesh
SLR01774,14110,Chirala,Andhra Pradesh
SLR01775,3658,Akkarampalle,Andhra Pradesh
SLR01776,1206,Akkarampalle,Andhra Pradesh
SLR01777,80730,Anakapalle,Andhra Pradesh
SLR01778,18015,Bade Bacheli,Chhattisgarh
SLR01779,4708,Akkarampalle,Andhra Pradesh
SLR01780,88802,Tirupati,Andhra Pradesh
SLR01781,74565,Bheemunipatnam,Andhra Pradesh
SLR01782,12940,Patancheru,Andhra Pradesh
SLR01783,12062,Khongapani,Chhattisgarh
SLR01784,2955,Akkarampalle,Andhra Pradesh
SLR01785,14079,Chirala,Andhra Pradesh
SLR01786,4773,Akkarampalle,Andhra Pradesh
SLR01787,6340,Jarjapupeta,Andhra Pradesh
SLR01788,28941,Deori,Chhattisgarh
SLR01789,83323,Okha port,Gujarat
SLR01790,14940,Tarsali,Gujarat
SLR01791,13321,Farooqnagar,Andhra Pradesh
SLR01792,17510,Jamul,Chhattisgarh
SLR01793,6455,Madanapalle,Andhra Pradesh
SLR01794,14530,Katghora,Chhattisgarh
SLR01795,72304,Eddumailaram,Andhra Pradesh
SLR01796,3701,Akkarampalle,Andhra Pradesh
SLR01797,2470,Akkarampalle,Andhra Pradesh
SLR01798,52020,Moragudi,Andhra Pradesh
SLR01799,13070,Alwal,Andhra Pradesh
SLR01800,6330,Jarjapupeta,Andhra Pradesh
SLR01801,18053,Bade Bacheli,Chhattisgarh
SLR01802,3187,Akkarampalle,Andhra Pradesh
SLR01803,7600,Bawana,Delhi
SLR01804,15810,Duru-Verinag,Jammu & Kashmir
SLR01805,82620,Anakapalle,Andhra Pradesh
SLR01806,2050,Akkarampalle,Andhra Pradesh
SLR01807,4367,Akkarampalle,Andhra Pradesh
SLR01808,17230,Chomu,Rajasthan
SLR01809,13033,Alwal,Andhra Pradesh
SLR01810,25730,Ponnur,Andhra Pradesh
SLR01811,13023,Alwal,Andhra Pradesh
SLR01812,2134,Akkarampalle,Andhra Pradesh
SLR01813,37135,Dayal Pur,Delhi
SLR01814,3006,Akkarampalle,Andhra Pradesh
SLR01815,9861,,
SLR01816,80330,Anakapalle,Andhra Pradesh
SLR01817,3265,Akkarampalle,Andhra Pradesh
SLR01818,80220,Anakapalle,Andhra Pradesh
SLR01819,24710,Ghatkeser,Andhra Pradesh
SLR01820,86076,Kapas Hera,Delhi
SLR01821,4905,Akkarampalle,Andhra Pradesh
SLR01822,13920,Jalalpore,Gujarat
SLR01823,15806,Duru-Verinag,Jammu & Kashmir
SLR01824,21545,Badepalle,Andhra Pradesh
SLR01825,37564,Goredi Chancha,Rajasthan
SLR01826,37795,Bhanpura,Madhya Pradesh
SLR01827,49980,Nayagarh,Orissa
SLR01828,8599,Vijayawada,Andhra Pradesh
SLR01829,17320,Mohanpur Mohammadpur,Uttaranchal
SLR01830,13224,Changanassery,Kerala
SLR01831,3563,Akkarampalle,Andhra Pradesh
SLR01832,7859,Puttur,Andhra Pradesh
SLR01833,13500,Pooth Khurd,Delhi
SLR01834,6332,Jarjapupeta,Andhra Pradesh
SLR01835,13212,Gaddi annaram,Andhra Pradesh
SLR01836,82400,Anakapalle,Andhra Pradesh
SLR01837,14092,Chirala,Andhra Pradesh
SLR01838,14075,Chirala,Andhra Pradesh
SLR01839,34006,Baloda,Chhattisgarh
SLR01840,36201,Rajendranagar,Andhra Pradesh
SLR01841,12238,Bobbili,Andhra Pradesh
SLR01842,9360,Chhuikhadan,Chhattisgarh
SLR01843,7747,Kondagaon,Chhattisgarh
SLR01844,4160,Akkarampalle,Andhra Pradesh
SLR01845,9725,Adoni,Andhra Pradesh
SLR01846,9131,Bheemavaram,Andhra Pradesh
SLR01847,15290,Chhindwara,Madhya Pradesh
SLR01848,14407,Adilabad,Andhra Pradesh
SLR01849,87504,Talai,Himachal Pradesh
SLR01850,75650,Chitrakoot,Madhya Pradesh
SLR01851,99700,Mudushedde,Karnataka
SLR01852,18200,Tilpat,Haryana
SLR01853,4710,Akkarampalle,Andhra Pradesh
SLR01854,3631,Akkarampalle,Andhra Pradesh
SLR01855,12240,Bobbili,Andhra Pradesh
SLR01856,13835,Udgir,Maharashtra
SLR01857,8270,Akkarampalle,Andhra Pradesh
SLR01858,89870,Naila Janjgir,Chhattisgarh
SLR01859,18015,Bade Bacheli,Chhattisgarh
SLR01860,90230,Eluru,Andhra Pradesh
SLR01861,3062,Akkarampalle,Andhra Pradesh
SLR01862,12224,Bobbili,Andhra Pradesh
SLR01863,13690,Kardhan,Haryana
SLR01864,11075,Kyathampalle,Andhra Pradesh
SLR01865,85200,Pataudi,Haryana
SLR01866,22793,Badepalle,Andhra Pradesh
SLR01867,4870,Akkarampalle,Andhra Pradesh
SLR01868,80230,Anakapalle,Andhra Pradesh
SLR01869,9210,Bheemavaram,Andhra Pradesh
SLR01870,13070,Alwal,Andhra Pradesh
SLR01871,13880,Bhum,Maharashtra
SLR01872,1209,Akkarampalle,Andhra Pradesh
SLR01873,88354,Zahirabad,Andhra Pradesh
SLR01874,13405,Bellampalle,Andhra Pradesh
SLR01875,4365,Akkarampalle,Andhra Pradesh
SLR01876,17515,Jamul,Chhattisgarh
SLR01877,3134,Akkarampalle,Andhra Pradesh
SLR01878,95020,Bapatla,Andhra Pradesh
SLR01879,96400,Bardoli,Gujarat
SLR01880,3667,Akkarampalle,Andhra Pradesh
SLR01881,5126,Akkarampalle,Andhra Pradesh
SLR01882,86600,Vizianagaram,Andhra Pradesh
SLR01883,89190,Loharu,Haryana
SLR01884,6803,Kharod,Chhattisgarh
SLR01885,3210,Akkarampalle,Andhra Pradesh
SLR01886,18025,Bade Bacheli,Chhattisgarh
SLR01887,16200,Pitapuram,Andhra Pradesh
SLR01888,1026,Akkarampalle,Andhra Pradesh
SLR01889,4058,Akkarampalle,Andhra Pradesh
SLR01890,16021,,
SLR01891,13457,Bashohli,Jammu & Kashmir
SLR01892,14020,Chirala,Andhra Pradesh
SLR01893,19800,Sikka,Gujarat
SLR01894,25645,Ponnur,Andhra Pradesh
SLR01895,4319,Akkarampalle,Andhra Pradesh
SLR01896,38701,Visnagar,Gujarat
SLR01897,3916,Akkarampalle,Andhra Pradesh
SLR01898,7077,,
SLR01899,30270,Anantapur,Andhra Pradesh
SLR01900,82640,Anakapalle,Andhra Pradesh
SLR01901,89117,Bodeli,Gujarat
SLR01902,14940,Tarsali,Gujarat
SLR01903,85601,Halvad,Gujarat
SLR01904,87030,Siddipet,Andhra Pradesh
SLR01905,1511,Akkarampalle,Andhra Pradesh
SLR01906,80240,Anakapalle,Andhra Pradesh
SLR01907,17514,Jamul,Chhattisgarh
SLR01908,2013,Akkarampalle,Andhra Pradesh
SLR01909,18200,Tilpat,Haryana
SLR01910,35530,Gokak Falls,Karnataka
SLR01911,13240,Osmanabad,Maharashtra
SLR01912,13347,Mehmand,Chhattisgarh
SLR01913,15025,Kallur,Andhra Pradesh
SLR01914,14057,Chirala,Andhra Pradesh
SLR01915,38402,Gajularega,Andhra Pradesh
SLR01916,31920,Anantapur,Andhra Pradesh
SLR01917,1215,Akkarampalle,Andhra Pradesh
SLR01918,82510,Anakapalle,Andhra Pradesh
SLR01919,95150,Padianallur,Tamil Nadu
SLR01920,13454,Bashohli,Jammu & Kashmir
SLR01921,14079,,
SLR01922,4276,Akkarampalle,Andhra Pradesh
SLR01923,13506,Pooth Khurd,Delhi
SLR01924,15807,Duru-Verinag,Jammu & Kashmir
SLR01925,88340,Karimnagar,Andhra Pradesh
SLR01926,14076,Chirala,Andhra Pradesh
SLR01927,88270,Kalanaur,Punjab
SLR01928,18103,Bade Bacheli,Chhattisgarh
SLR01929,96020,Ekambara kuppam,Andhra Pradesh
SLR01930,82510,Anakapalle,Andhra Pradesh
SLR01931,65072,Chilakaluripet,Andhra Pradesh
SLR01932,2285,Akkarampalle,Andhra Pradesh
SLR01933,86039,Kapas Hera,Delhi
SLR01934,81770,Anakapalle,Andhra Pradesh
SLR01935,19013,Ranibennur,Karnataka
SLR01936,22775,Badepalle,Andhra Pradesh
SLR01937,3963,Akkarampalle,Andhra Pradesh
SLR01938,15051,,
SLR01939,13160,Ahiwara,Chhattisgarh
SLR01940,19806,Sikka,Gujarat
SLR01941,8275,Akkarampalle,Andhra Pradesh
SLR01942,13420,Akkarampalle,Andhra Pradesh
SLR01943,13330,Mehmand,Chhattisgarh
SLR01944,88102,Chinnachowk,Andhra Pradesh
SLR01945,70070,Eddumailaram,Andhra Pradesh
SLR01946,61760,Vyara,Gujarat
SLR01947,89069,Mandamarri,Andhra Pradesh
SLR01948,95800,Maur,Punjab
SLR01949,85880,Indragarh,Rajasthan
SLR01950,7056,Bestavaripeta,Andhra Pradesh
SLR01951,9111,Bheemavaram,Andhra Pradesh
SLR01952,3378,Akkarampalle,Andhra Pradesh
SLR01953,13040,Alwal,Andhra Pradesh
SLR01954,4850,Akkarampalle,Andhra Pradesh
SLR01955,87025,Siddipet,Andhra Pradesh
SLR01956,80540,Anakapalle,Andhra Pradesh
SLR01957,85601,Halvad,Gujarat
SLR01958,83402,Devanhalli,Karnataka
SLR01959,14940,Tarsali,Gujarat
SLR01960,86010,Kapas Hera,Delhi
SLR01961,3431,Akkarampalle,Andhra Pradesh
SLR01962,14096,Chirala,Andhra Pradesh
SLR01963,31210,Anantapur,Andhra Pradesh
SLR01964,9541,Vinukonda,Andhra Pradesh
SLR01965,14090,Chirala,Andhra Pradesh
SLR01966,15076,Kallur,Andhra Pradesh
SLR01967,13070,Alwal,Andhra Pradesh
SLR01968,5424,Akkarampalle,Andhra Pradesh
SLR01969,15093,Kallur,Andhra Pradesh
SLR01970,93347,Chemmumiahpet,Andhra Pradesh
SLR01971,44600,Dhule,Maharashtra
SLR01972,2119,Akkarampalle,Andhra Pradesh
SLR01973,88306,Sadasivpet,Andhra Pradesh
SLR01974,52010,Moragudi,Andhra Pradesh
SLR01975,83280,Daroha,Punjab
SLR01976,8290,Akkarampalle,Andhra Pradesh
SLR01977,83535,Pilkhuwa,Uttar Pradesh
SLR01978,3052,Akkarampalle,Andhra Pradesh
SLR01979,36325,Ghughuli,Uttar Pradesh
SLR01980,30270,Anantapur,Andhra Pradesh
SLR01981,13076,Alwal,Andhra Pradesh
SLR01982,82515,Anakapalle,Andhra Pradesh
SLR01983,13456,Bashohli,Jammu & Kashmir
SLR01984,15075,Kallur,Andhra Pradesh
SLR01985,19804,Sikka,Gujarat
SLR01986,8050,,
SLR01987,87060,Siddipet,Andhra Pradesh
SLR01988,11442,Machilipatnam,Andhra Pradesh
SLR01989,4367,Akkarampalle,Andhra Pradesh
SLR01990,26051,Badepalle,Andhra Pradesh
SLR01991,87040,Siddipet,Andhra Pradesh
SLR01992,5061,Akkarampalle,Andhra Pradesh
SLR01993,85801,Dommara Nandyal,Andhra Pradesh
SLR01994,13215,Gaddi annaram,Andhra Pradesh
SLR01995,83823,Rohtak,Haryana
SLR01996,37443,Ratannagar,Rajasthan
SLR01997,9170,Bheemavaram,Andhra Pradesh
SLR01998,81070,Anakapalle,Andhra Pradesh
SLR01999,88090,Bhadrachalam,Andhra Pradesh
SLR02000,81260,Anakapalle,Andhra Pradesh
SLR02001,4756,Akkarampalle,Andhra Pradesh
SLR02002,31255,Anantapur,Andhra Pradesh
SLR02003,3809,Akkarampalle,Andhra Pradesh
SLR02004,14085,Chirala,Andhra Pradesh
SLR02005,9812,Adoni,Andhra Pradesh
SLR02006,5734,Akkarampalle,Andhra Pradesh
SLR02007,6900,,
SLR02008,24445,Ghatkeser,Andhra Pradesh
SLR02009,3461,Akkarampalle,Andhra Pradesh
SLR02010,35530,Gokak Falls,Karnataka
SLR02011,5763,Akkarampalle,Andhra Pradesh
SLR02012,72318,Eddumailaram,Andhra Pradesh
SLR02013,17011,Salur,Andhra Pradesh
SLR02014,14085,Chirala,Andhra Pradesh
SLR02015,79104,Jafrabad,Gujarat
SLR02016,9720,Adoni,Andhra Pradesh
SLR02017,2451,Akkarampalle,Andhra Pradesh
SLR02018,85200,Pataudi,Haryana
SLR02019,3962,Akkarampalle,Andhra Pradesh
SLR02020,4282,Akkarampalle,Andhra Pradesh
SLR02021,6276,Nagari,Andhra Pradesh
SLR02022,1021,Akkarampalle,Andhra Pradesh
SLR02023,86703,Renigunta,Andhra Pradesh
SLR02024,14403,Adilabad,Andhra Pradesh
SLR02025,11701,Mahendragarh,Haryana
SLR02026,14940,Tarsali,Gujarat
SLR02027,8226,Akkarampalle,Andhra Pradesh
SLR02028,9530,Vinukonda,Andhra Pradesh
SLR02029,3001,Akkarampalle,Andhra Pradesh
SLR02030,17056,Salur,Andhra Pradesh
SLR02031,4843,Akkarampalle,Andhra Pradesh
SLR02032,31520,Anantapur,Andhra Pradesh
SLR02033,9350,Chhuikhadan,Chhattisgarh
SLR02034,88075,Bhadrachalam,Andhra Pradesh
SLR02035,14401,Adilabad,Andhra Pradesh
SLR02036,38408,Gajularega,Andhra Pradesh
SLR02037,13456,Bashohli,Jammu & Kashmir
SLR02038,1550,Akkarampalle,Andhra Pradesh
SLR02039,74343,Bheemunipatnam,Andhra Pradesh
SLR02040,7133,Bestavaripeta,Andhra Pradesh
SLR02041,81050,Anakapalle,Andhra Pradesh
SLR02042,89251,Amadalavalasa,Andhra Pradesh
SLR02043,96530,Awagarh,Uttar Pradesh
SLR02044,12570,Vadakara,Kerala
SLR02045,18015,Bade Bacheli,Chhattisgarh
SLR02046,36773,Adyar,Karnataka
SLR02047,2634,Akkarampalle,Andhra Pradesh
SLR02048,82520,Anakapalle,Andhra Pradesh
SLR02049,44600,Dhule,Maharashtra
SLR02050,17250,Ambad,Maharashtra
SLR02051,36300,Bhopal,Madhya Pradesh
SLR02052,12231,Bobbili,Andhra Pradesh
SLR02053,13177,Chatakonda,Andhra Pradesh
SLR02054,13465,Rayachoti,Andhra Pradesh
SLR02055,32185,Kamareddy,Andhra Pradesh
SLR02056,3647,Akkarampalle,Andhra Pradesh
SLR02057,8710,Akkayapalle,Andhra Pradesh
SLR02058,14940,Tarsali,Gujarat
SLR02059,4809,Akkarampalle,Andhra Pradesh
SLR02060,13900,Hassanpur,Haryana
SLR02061,27353,Sompeta,Andhra Pradesh
SLR02062,88306,Sadasivpet,Andhra Pradesh
SLR02063,4362,Akkarampalle,Andhra Pradesh
SLR02064,29150,Ziauddin Pur,Delhi
SLR02065,11707,Mahendragarh,Haryana
SLR02066,20910,Badepalle,Andhra Pradesh
SLR02067,3171,Akkarampalle,Andhra Pradesh
SLR02068,75345,,
SLR02069,89165,Pahalgam,Jammu & Kashmir
SLR02070,13504,Pooth Khurd,Delhi
SLR02071,3573,Akkarampalle,Andhra Pradesh
SLR02072,3929,Akkarampalle,Andhra Pradesh
SLR02073,85905,Dantewada,Chhattisgarh
SLR02074,3191,Akkarampalle,Andhra Pradesh
SLR02075,7077,Bestavaripeta,Andhra Pradesh
SLR02076,16074,Secunderabad,Andhra Pradesh
SLR02077,17512,Jamul,Chhattisgarh
SLR02078,93425,Chemmumiahpet,Andhra Pradesh
SLR02079,13473,Rayachoti,Andhra Pradesh
SLR02080,30170,Anantapur,Andhra Pradesh
SLR02081,3410,Akkarampalle,Andhra Pradesh
SLR02082,1552,Akkarampalle,Andhra Pradesh
SLR02083,91910,Eluru,Andhra Pradesh
SLR02084,4763,Akkarampalle,Andhra Pradesh
SLR02085,12230,Bobbili,Andhra Pradesh
SLR02086,6409,Madanapalle,Andhra Pradesh
SLR02087,83005,Chunchupalle,Andhra Pradesh
SLR02088,97110,Bemetra,Chhattisgarh
SLR02089,4276,Akkarampalle,Andhra Pradesh
SLR02090,13560,Guntur,Andhra Pradesh
SLR02091,81520,Anakapalle,Andhra Pradesh
SLR02092,74550,Bheemunipatnam,Andhra Pradesh
SLR02093,85865,Kantabamsuguda,Andhra Pradesh
SLR02094,4137,Akkarampalle,Andhra Pradesh
SLR02095,88135,Bopal,Gujarat
SLR02096,92020,Vepagunta,Andhra Pradesh
SLR02097,37410,Wanaparthi,Andhra Pradesh
SLR02098,13660,Bannur,Karnataka
SLR02099,4106,Akkarampalle,Andhra Pradesh
SLR02100,31340,Kamareddy,Andhra Pradesh
SLR02101,14075,Chirala,Andhra Pradesh
SLR02102,9570,Vinukonda,Andhra Pradesh
SLR02103,87060,Siddipet,Andhra Pradesh
SLR02104,11013,Kyathampalle,Andhra Pradesh
SLR02105,37006,Prantij,Gujarat
SLR02106,99500,Sira,Karnataka
SLR02107,6097,Nagari,Andhra Pradesh
SLR02108,14940,Tarsali,Gujarat
SLR02109,8280,Akkarampalle,Andhra Pradesh
SLR02110,17580,Ashta,Madhya Pradesh
SLR02111,30431,Anantapur,Andhra Pradesh
SLR02112,13800,Gajendragarh,Karnataka
SLR02113,12308,Libas Pur,Delhi
SLR02114,8290,Akkarampalle,Andhra Pradesh
SLR02115,3872,Akkarampalle,Andhra Pradesh
SLR02116,18220,Umarkhed,Maharashtra
SLR02117,1156,Akkarampalle,Andhra Pradesh
SLR02118,18683,Bandarulanka,Andhra Pradesh
SLR02119,16012,Secunderabad,Andhra Pradesh
SLR02120,87005,Siddipet,Andhra Pradesh
SLR02121,17700,Chhatral INA,Gujarat
SLR02122,85807,Dommara Nandyal,Andhra Pradesh
SLR02123,76900,,
SLR02124,15030,Kallur,Andhra Pradesh
SLR02125,27700,Ichchapuram,Andhra Pradesh
SLR02126,17350,Rayya,Punjab
SLR02127,13215,Gaddi annaram,Andhra Pradesh
SLR02128,12600,Dalli-Rajhara,Chhattisgarh
SLR02129,89136,Gurgaon,Haryana
SLR02130,13290,Konanakunte,Karnataka
SLR02131,15803,Duru-Verinag,Jammu & Kashmir
SLR02132,39740,Kegaon,Maharashtra
SLR02133,17506,Jamul,Chhattisgarh
SLR02134,89215,Pithora,Chhattisgarh
SLR02135,28470,Bhuj,Gujarat
SLR02136,14940,Tarsali,Gujarat
SLR02137,87020,Siddipet,Andhra Pradesh
SLR02138,6040,Nagari,Andhra Pradesh
SLR02139,12924,Koratla,Andhra Pradesh
SLR02140,89150,Dongargaon,Chhattisgarh
SLR02141,12995,Naila Janjgir,Chhattisgarh
SLR02142,89620,Vapi INA,Gujarat
SLR02143,4273,Akkarampalle,Andhra Pradesh
SLR02144,2150,Akkarampalle,Andhra Pradesh
SLR02145,45820,Ranip,Gujarat
SLR02146,13482,Kharsia,Chhattisgarh
SLR02147,13165,Badami,Karnataka
SLR02148,8011,Akkarampalle,Andhra Pradesh
SLR02149,13390,Brahmapur,Orissa
SLR02150,89220,Pithora,Chhattisgarh
SLR02151,3147,Akkarampalle,Andhra Pradesh
SLR02152,6663,Halol,Gujarat
SLR02153,15601,Gagret,Himachal Pradesh
SLR02154,29600,Bagepalli,Karnataka
SLR02155,18279,Bawani Khera,Haryana
SLR02156,5170,Akkarampalle,Andhra Pradesh
SLR02157,15055,Kallur,Andhra Pradesh
SLR02158,4476,Akkarampalle,Andhra Pradesh
SLR02159,2030,Akkarampalle,Andhra Pradesh
SLR02160,13040,Alwal,Andhra Pradesh
SLR02161,3017,Akkarampalle,Andhra Pradesh
SLR02162,85810,Dommara Nandyal,Andhra Pradesh
SLR02163,6311,,
SLR02164,13154,Bedi,Gujarat
SLR02165,15050,Kallur,Andhra Pradesh
SLR02166,13480,Kharsia,Chhattisgarh
SLR02167,13084,Alwal,Andhra Pradesh
SLR02168,6186,Nagari,Andhra Pradesh
SLR02169,89046,Mandamarri,Andhra Pradesh
SLR02170,38414,Gajularega,Andhra Pradesh
SLR02171,24020,Jaggayyapet,Andhra Pradesh
SLR02172,4251,Akkarampalle,Andhra Pradesh
SLR02173,80045,Anakapalle,Andhra Pradesh
SLR02174,86800,Miryalguda,Andhra Pradesh
SLR02175,4424,Akkarampalle,Andhra Pradesh
SLR02176,4293,Akkarampalle,Andhra Pradesh
SLR02177,6317,Jarjapupeta,Andhra Pradesh
SLR02178,35170,Ramanayyapeta,Andhra Pradesh
SLR02179,30240,Anantapur,Andhra Pradesh
SLR02180,85813,Dommara Nandyal,Andhra Pradesh
SLR02181,81900,Anakapalle,Andhra Pradesh
SLR02182,2963,Akkarampalle,Andhra Pradesh
SLR02183,7412,Talikota,Karnataka
SLR02184,35660,,
SLR02185,19815,Sikka,Gujarat
SLR02186,4904,Akkarampalle,Andhra Pradesh
SLR02187,89225,Pithora,Chhattisgarh
SLR02188,8275,Akkarampalle,Andhra Pradesh
SLR02189,87083,Hindalgi,Karnataka
SLR02190,89080,Nilokheri,Haryana
SLR02191,90630,Eluru,Andhra Pradesh
SLR02192,88215,Dahanu,Maharashtra
SLR02193,13140,Meerpet,Andhra Pradesh
SLR02194,40368,Pedana,Andhra Pradesh
SLR02195,3345,Akkarampalle,Andhra Pradesh
SLR02196,6283,Nagari,Andhra Pradesh
SLR02197,13360,Sopore,Jammu & Kashmir
SLR02198,6696,Halol,Gujarat
SLR02199,14401,Adilabad,Andhra Pradesh
SLR02200,24240,Jaggayyapet,Andhra Pradesh
SLR02201,9220,Bheemavaram,Andhra Pradesh
SLR02202,87050,Siddipet,Andhra Pradesh
SLR02203,9921,Ongole,Andhra Pradesh
SLR02204,13880,Bhum,Maharashtra
SLR02205,22051,Badepalle,Andhra Pradesh
SLR02206,7084,Bestavaripeta,Andhra Pradesh
SLR02207,3029,Akkarampalle,Andhra Pradesh
SLR02208,3426,Akkarampalle,Andhra Pradesh
SLR02209,32280,Kamareddy,Andhra Pradesh
SLR02210,15013,Kallur,Andhra Pradesh
SLR02211,14940,Tarsali,Gujarat
SLR02212,4937,Akkarampalle,Andhra Pradesh
SLR02213,14620,Jind,Haryana
SLR02214,13405,Bellampalle,Andhra Pradesh
SLR02215,18401,Quilandy,Kerala
SLR02216,35700,Utran,Gujarat
SLR02217,13418,Bellampalle,Andhra Pradesh
SLR02218,7140,Bestavaripeta,Andhra Pradesh
SLR02219,12940,Patancheru,Andhra Pradesh
SLR02220,9280,Bheemavaram,Andhra Pradesh
SLR02221,11600,Burari,Delhi
SLR02222,3976,Akkarampalle,Andhra Pradesh
SLR02223,16500,Hosanagara,Karnataka
SLR02224,17290,Galiakot,Rajasthan
SLR02225,11707,Mahendragarh,Haryana
SLR02226,13908,Hassanpur,Haryana
SLR02227,89560,Ahmedabad Cantonment,Gujarat
SLR02228,72251,Eddumailaram,Andhra Pradesh
SLR02229,88137,Bopal,Gujarat
SLR02230,13870,Delhi Municipal Corporation (U),Delhi
SLR02231,2236,Akkarampalle,Andhra Pradesh
SLR02232,88813,Tirupati,Andhra Pradesh
SLR02233,84530,Harduaganj,Uttar Pradesh
SLR02234,26551,Gulbarga,Karnataka
SLR02235,15600,Gagret,Himachal Pradesh
SLR02236,81720,Anakapalle,Andhra Pradesh
SLR02237,2544,Akkarampalle,Andhra Pradesh
