product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_name
PRD27238,Bed_Bath_Table,35,235,1,10050,50,30,40,Advanced Pillow Cover Set
PRD27239,Luggage_Accessories,45,573,1,1400,48,10,33,Eco Luggage Tag Set
PRD27240,Garden_Tools,13,892,1,450,20,20,20,Pro Watering Can
PRD27241,Sports_Leisure,49,834,4,1200,43,11,72,Lightweight Yoga Mat
PRD27242,Fashion_Bags_Accessories,32,205,1,200,21,9,14,Heavy-Duty Fashion Bags Accessories Set
PRD27243,Electronics,52,530,3,150,22,3,12,Ultra Over-Ear Headphones
PRD27244,Furniture_Decor,52,1559,4,700,68,8,13,Modern Wall Decor Light
PRD27245,Furniture_Decor,51,1046,1,650,33,4,33,Pro Side Table
PRD27246,Furniture_Decor,57,281,2,850,30,5,45,Pro Floor Lamp
PRD27247,Watches_Gifts,39,515,3,886,19,15,17,Lightweight Desk Clock
PRD27248,Auto,59,185,3,150,25,25,25,Ergonomic Seat Cover Set
PRD27249,Baby,60,1212,4,1400,28,13,21,Heavy-Duty Cotton Bib Set
PRD27250,Stationery,35,448,1,400,28,9,18,Pro Stationery Edition
PRD27251,Home_Confort,57,217,3,1900,40,20,30,Pro Home Confort Set
PRD27252,Furniture_Decor,31,820,2,5900,30,40,30,Ergonomic Side Table
PRD27253,Furniture_Decor,63,162,3,2000,61,3,41,Modern Storage Cabinet
PRD27254,Home_Construction,49,910,6,9950,52,22,52,Wireless Home Construction Edition
PRD27255,Watches_Gifts,55,841,4,600,16,11,17,Lightweight Analog Watch
PRD27256,Auto,60,553,1,450,105,10,16,Compact Car Phone Holder
PRD27257,Christmas_Supplies,35,415,4,550,37,10,37,Sturdy Christmas Supplies
PRD27258,Toys,45,467,2,650,40,20,20,Heavy-Duty Building Blocks
PRD27259,Housewares,54,407,1,200,25,10,20,Heavy-Duty Dinner Plate Set
PRD27260,Sports_Leisure,43,467,1,625,21,11,15,Soft Hiking Backpack
PRD27261,Toys,53,144,2,1300,24,30,20,Essential Doll Set
PRD27262,Sports_Leisure,47,1102,5,3100,56,28,33,Sturdy Skipping Rope
PRD27263,Sports_Leisure,51,515,1,400,32,4,45,Classic Yoga Mat
PRD27264,Sports_Leisure,56,2336,1,8000,30,30,30,Lightweight Skipping Rope
PRD27265,Bed_Bath_Table,55,747,1,1250,25,17,35,Essential Table Runner
PRD27266,Sports_Leisure,21,547,1,5150,28,8,11,Eco Hiking Backpack
PRD27267,Sports_Leisure,19,548,1,5150,22,3,22,Elegant Yoga Mat
PRD27268,Health_Beauty,60,1946,3,19000,87,76,16,Essential Vitamin Supplement
PRD27269,Sports_Leisure,21,547,1,1950,20,6,20,Wireless Skipping Rope
PRD27270,Market_Place,42,110,1,600,25,37,36,Soft Market Place Unit
PRD27271,Toys,50,425,2,500,16,45,12,Lightweight Puzzle Game
PRD27272,Telephony,39,423,1,100,19,3,11,Smart Telephony Item
PRD27273,Watches_Gifts,48,902,5,900,20,20,15,Premium Desk Clock
PRD27274,Health_Beauty,57,388,4,200,19,11,23,Lightweight Body Lotion
PRD27275,Health_Beauty,58,983,1,700,16,18,16,Heavy-Duty Vitamin Supplement
PRD27276,Perfumery,40,284,2,300,16,16,20,Elegant Eau De Parfum
PRD27277,Health_Beauty,39,1619,1,1600,19,37,25,Advanced Face Wash
PRD27278,Health_Beauty,55,710,1,171,19,20,13,Ergonomic Body Lotion
PRD27279,Bed_Bath_Table,59,1050,1,2250,35,12,24,Elegant Comforter
PRD27280,Housewares,55,843,1,1800,30,30,30,Deluxe Glass Storage Jar
PRD27281,Fashion_Male_Clothing,43,624,4,700,45,10,35,Eco Fashion Male Clothing
PRD27282,Toys,25,254,1,200,16,10,11,Essential Race Car Set
PRD27283,Sports_Leisure,41,255,1,500,20,30,20,Sturdy Cricket Kit
PRD27284,Health_Beauty,36,337,1,514,17,16,13,Eco Hair Serum
PRD27285,Auto,54,153,4,250,23,12,15,Classic Seat Cover Set
PRD27286,Auto,59,293,1,100,21,2,15,Elegant Seat Cover Set
PRD27287,Bed_Bath_Table,56,313,1,5025,68,18,48,Lightweight Bath Towel
PRD27288,Toys,19,699,2,300,20,5,15,Classic Race Car Set
PRD27289,Watches_Gifts,59,477,1,50,16,2,11,Ultra Watch Strap
PRD27290,Watches_Gifts,56,555,1,150,20,5,15,Lightweight Gift Set
PRD27291,Sports_Leisure,35,390,3,300,23,17,13,Premium Tennis Racket
PRD27292,Auto,58,454,1,2775,29,27,18,Ergonomic Seat Cover Set
PRD27293,Sports_Leisure,57,376,5,700,60,8,17,Classic Yoga Mat
PRD27294,Fashion_Bags_Accessories,31,793,1,100,16,5,16,Wireless Fashion Bags Accessories Edition
PRD27295,Small_Appliances,57,1424,3,2850,27,26,35,Essential Sandwich Maker
PRD27296,Baby,32,572,2,700,59,27,11,Wireless Swaddle Wrap
PRD27297,Auto,54,376,1,1200,85,15,30,Smart Dashboard Cleaner
PRD27298,Sports_Leisure,60,1164,5,3450,35,10,27,Ultra Yoga Mat
PRD27299,Home_Confort,57,217,3,10900,50,30,40,Compact Home Confort Bundle
PRD27300,Health_Beauty,55,537,5,150,19,11,23,Modern Face Wash
PRD27301,Health_Beauty,58,3921,6,300,30,15,15,Advanced Face Cream
PRD27302,Health_Beauty,53,1613,1,263,18,14,16,Pro Body Lotion
PRD27303,Electronics,56,1242,6,133,16,7,13,Premium Over-Ear Headphones
PRD27304,Auto,54,646,5,1350,60,8,33,Soft Seat Cover Set
PRD27305,Auto,59,1793,1,23200,16,2,11,Lightweight Car Phone Holder
PRD27306,Health_Beauty,46,1322,1,367,16,20,16,Heavy-Duty Face Wash
PRD27307,Computers_Accessories,47,269,1,100,16,11,11,Heavy-Duty USB Hub
PRD27308,Bed_Bath_Table,50,147,1,450,40,4,30,Essential Pillow Cover Set
PRD27309,Auto,55,1037,4,150,24,2,17,Wireless Dashboard Cleaner
PRD27310,Furniture_Decor,63,837,1,2200,43,5,30,Essential Side Table
PRD27311,Housewares,50,387,1,25850,38,79,49,Sturdy Mixing Bowl
PRD27312,Health_Beauty,55,1282,4,1450,25,22,19,Classic Body Lotion
PRD27313,Perfumery,45,539,3,650,17,7,12,Modern Eau De Parfum
PRD27314,Furniture_Decor,63,517,2,800,80,10,60,Eco Floor Lamp
PRD27315,Furniture_Living_Room,60,1146,2,3200,30,11,30,Portable Furniture Living Room
PRD27316,Baby,30,875,1,1350,44,6,36,Premium Feeding Bottle
PRD27317,Bed_Bath_Table,60,184,2,600,70,10,50,Fresh Comforter
PRD27318,Garden_Tools,41,383,3,300,36,3,20,Heavy-Duty Watering Can
PRD27319,Perfumery,52,587,1,743,20,13,14,Advanced Scent Set
PRD27320,Housewares,49,465,1,1900,36,35,29,Ultra Kitchen Organizer
PRD27321,Health_Beauty,38,1233,1,2350,16,10,30,Sturdy Body Lotion
PRD27322,Perfumery,58,468,4,1300,25,20,16,Premium Scent Set
PRD27323,Health_Beauty,41,216,1,150,20,15,15,Wireless Hair Serum
PRD27324,Toys,32,194,1,400,28,18,28,Deluxe Action Figure
PRD27325,Computers_Accessories,53,177,5,150,16,3,17,Pro USB Hub
PRD27326,Health_Beauty,37,475,1,100,25,11,11,Premium Body Lotion
PRD27327,Bed_Bath_Table,58,58,1,200,20,2,15,Deluxe Table Runner
PRD27328,Health_Beauty,41,914,1,250,31,4,22,Ultra Hair Serum
PRD27329,Health_Beauty,45,2244,1,1188,17,16,17,Heavy-Duty Face Wash
PRD27330,Toys,47,1100,6,2025,50,27,27,Pro Race Car Set
PRD27331,Furniture_Decor,55,1064,1,680,33,4,33,Compact Side Table
PRD27332,Health_Beauty,44,1400,3,1350,41,21,23,Advanced Vitamin Supplement
PRD27333,Industry_Commerce_And_Business,54,1552,3,1750,16,35,16,Classic Barcode Scanner
PRD27334,Sports_Leisure,49,473,1,1075,22,23,22,Smart Yoga Mat
PRD27335,Health_Beauty,59,436,1,30000,55,75,61,Heavy-Duty Hair Serum
PRD27336,Computers_Accessories,57,938,2,500,30,10,11,Lightweight Webcam
PRD27337,Sports_Leisure,44,1098,1,400,21,16,16,Modern Yoga Mat
PRD27338,Sports_Leisure,51,981,1,300,33,21,27,Classic Tennis Racket
PRD27339,Health_Beauty,53,1185,2,2100,60,33,21,Pro Vitamin Supplement
PRD27340,Furniture_Decor,59,618,2,767,52,6,42,Deluxe Side Table
PRD27341,Cool_Stuff,51,155,1,700,30,30,30,Soft Flip Clock
PRD27342,Watches_Gifts,45,628,1,350,22,14,27,Fresh Digital Watch
PRD27343,Pet_Shop,52,896,2,600,36,7,25,Deluxe Dog Leash
PRD27344,Pet_Shop,55,1079,1,800,20,70,20,Soft Harness
PRD27345,Toys,42,684,2,600,16,34,26,Pro Puzzle Game
PRD27346,Housewares,42,241,2,500,30,30,30,Sturdy Dinner Plate Set
PRD27347,Telephony,58,477,5,350,17,4,12,Modern Telephony Unit
PRD27348,Telephony,44,1440,3,100,18,6,11,Elegant Telephony Bundle
PRD27349,Fashion_Male_Clothing,22,367,2,400,17,7,20,Essential Fashion Male Clothing
PRD27350,Health_Beauty,60,886,1,500,20,12,12,Heavy-Duty Face Wash
PRD27351,Housewares,59,893,1,150,34,15,16,Ergonomic Cutlery Set
PRD27352,Home_Construction,56,1504,2,1160,26,18,19,Eco Home Construction Piece
PRD27353,Health_Beauty,49,913,1,400,19,12,13,Eco Hair Serum
PRD27354,Fashio_Female_Clothing,40,1628,2,500,60,60,15,Fresh Fashio Female Clothing
PRD27355,Sports_Leisure,55,2761,4,340,18,13,16,Smart Hiking Backpack
PRD27356,Bed_Bath_Table,50,216,2,1100,33,12,24,Premium Pillow Cover Set
PRD27357,Sports_Leisure,51,2268,7,350,20,8,14,Soft Hiking Backpack
PRD27358,Computers_Accessories,53,200,2,200,16,8,11,Essential Laptop Stand
PRD27359,Perfumery,30,138,1,150,22,7,16,Premium Scent Set
PRD27360,Telephony,58,776,6,350,17,4,12,Compact Telephony Item
PRD27361,Pet_Shop,56,1285,2,1100,25,25,15,Ergonomic Pet Food Bowl
PRD27362,Furniture_Decor,60,2278,2,3000,69,11,11,Compact Storage Cabinet
PRD27363,Garden_Tools,52,1010,1,250,16,2,11,Deluxe Garden Shovel
PRD27364,Bed_Bath_Table,57,248,1,350,30,15,30,Compact Bedsheet Set
PRD27365,Health_Beauty,36,654,1,1400,31,21,31,Advanced Hair Serum
PRD27366,Luggage_Accessories,57,1230,5,900,25,50,40,Elegant Packing Cube Set
PRD27367,Food,58,886,1,1550,20,52,19,Soft Food Bundle
PRD27368,Auto,52,1418,1,150,16,27,15,Essential Tyre Inflator
PRD27369,Office_Furniture,33,432,1,28100,73,85,28,Advanced Monitor Riser
PRD27370,Watches_Gifts,53,548,2,350,16,11,11,Soft Desk Clock
PRD27371,Bed_Bath_Table,59,980,1,1400,20,5,15,Soft Bath Towel
PRD27372,Housewares,52,1773,1,600,16,25,12,Elegant Mixing Bowl
PRD27373,Sports_Leisure,56,2098,1,3200,20,20,20,Premium Hiking Backpack
PRD27374,Health_Beauty,56,2257,1,1700,20,20,20,Eco Face Cream
PRD27375,Stationery,45,283,3,4100,40,37,29,Premium Stationery Kit
PRD27376,Sports_Leisure,58,461,5,1250,28,12,20,Ergonomic Skipping Rope
PRD27377,Perfumery,50,402,1,183,16,12,14,Essential Aroma Mist
PRD27378,Baby,41,449,2,1150,70,10,40,Pro Baby Blanket
PRD27379,Furniture_Decor,37,267,1,2750,50,50,16,Compact Bookshelf
PRD27380,Computers_Accessories,60,702,2,100,18,7,13,Lightweight USB Hub
PRD27381,Construction_Tools_Construction,45,339,1,400,16,20,16,Heavy-Duty Construction Tools Construction
PRD27382,Sports_Leisure,22,507,1,200,18,5,18,Advanced Yoga Mat
PRD27383,Furniture_Decor,52,832,1,1000,20,35,20,Portable Wall Decor Light
PRD27384,Garden_Tools,40,275,1,100,16,2,20,Smart Pruning Shears
PRD27385,Baby,35,1344,3,400,16,20,16,Sturdy Feeding Bottle
PRD27386,Cool_Stuff,53,834,1,1400,45,30,20,Smart LED String Light
PRD27387,Audio,36,707,1,431,19,12,18,Heavy-Duty Audio Interface
PRD27388,Consoles_Games,63,532,5,100,16,4,11,Smart Consoles Games
PRD27389,Books_Technical,41,1362,1,1550,29,5,21,Fresh Books Technical
PRD27390,Sports_Leisure,31,236,2,1050,60,15,15,Pro Cricket Kit
PRD27391,Health_Beauty,46,1225,1,725,23,15,13,Eco Body Lotion
PRD27392,Auto,57,651,5,16700,78,4,47,Smart Seat Cover Set
PRD27393,Construction_Tools_Construction,51,1493,1,5250,55,18,45,Lightweight Construction Tools Construction Item
PRD27394,Bed_Bath_Table,52,127,2,900,50,5,50,Elegant Bedsheet Set
PRD27395,Baby,33,339,2,1200,45,11,40,Eco Baby Blanket
PRD27396,Watches_Gifts,58,465,4,250,16,2,11,Ergonomic Gift Set
PRD27397,Computers_Accessories,43,452,1,360,19,18,15,Portable Webcam
PRD27398,Auto,55,666,2,4550,48,18,43,Heavy-Duty Bike Helmet
PRD27399,Housewares,52,638,1,2000,16,2,11,Essential Glass Storage Jar
PRD27400,Computers_Accessories,46,1360,2,200,16,4,11,Pro Wireless Mouse
PRD27401,Musical_Instruments,60,1203,2,17550,45,20,100,Elegant Drum Practice Pad
PRD27402,Bed_Bath_Table,60,184,2,600,65,8,55,Portable Table Runner
PRD27403,Auto,54,490,1,700,20,10,11,Fresh Car Phone Holder
PRD27404,Perfumery,57,555,2,500,16,22,11,Portable Scent Set
PRD27405,Furniture_Decor,54,441,1,2900,40,7,30,Deluxe Side Table
PRD27406,Computers_Accessories,60,501,1,300,16,16,16,Deluxe USB Hub
PRD27407,Computers_Accessories,46,323,1,125,12,10,10,Heavy-Duty Webcam
PRD27408,Auto,60,484,5,550,30,3,11,Heavy-Duty Dashboard Cleaner
PRD27409,Sports_Leisure,60,576,2,2600,80,12,22,Eco Skipping Rope
PRD27410,Musical_Instruments,47,1177,5,500,24,10,14,Classic Ukulele
PRD27411,Stationery,58,366,2,6050,38,30,28,Fresh Stationery Item
PRD27412,Bed_Bath_Table,41,162,1,900,33,9,38,Compact Pillow Cover Set
PRD27413,Computers_Accessories,51,409,2,2200,16,16,16,Deluxe Keyboard
PRD27414,Sports_Leisure,60,921,3,900,20,10,20,Portable Yoga Mat
PRD27415,Computers_Accessories,30,274,1,650,36,16,16,Soft Keyboard
PRD27416,Construction_Tools_Lights,37,274,1,4000,40,45,40,Portable Construction Tools Lights
PRD27417,Luggage_Accessories,49,290,1,800,22,44,38,Compact Travel Duffel
PRD27418,Stationery,60,868,1,10150,44,34,21,Ultra Stationery Piece
PRD27419,Perfumery,55,144,2,100,25,7,11,Portable Scent Set
PRD27420,Housewares,48,360,1,250,33,8,16,Ergonomic Dinner Plate Set
PRD27421,Furniture_Decor,44,2029,1,500,47,18,15,Ultra Floor Lamp
PRD27422,Pet_Shop,54,272,2,700,71,2,18,Sturdy Dog Leash
PRD27423,Sports_Leisure,39,767,4,1067,34,15,15,Essential Yoga Mat
PRD27424,Telephony,59,818,6,300,17,4,12,Classic Telephony Unit
PRD27425,Housewares,60,1288,3,200,17,6,12,Pro Kitchen Organizer
PRD27426,Telephony,58,1440,2,100,17,12,17,Advanced Telephony Kit
PRD27427,Home_Appliances,53,298,2,350,30,12,23,Portable Vacuum Cleaner
PRD27428,Computers_Accessories,60,919,1,150,16,13,14,Essential Webcam
PRD27429,Bed_Bath_Table,52,183,2,600,70,10,40,Heavy-Duty Bath Towel
PRD27430,Housewares,52,621,1,1050,30,30,30,Classic Glass Storage Jar
PRD27431,Health_Beauty,36,1732,2,300,37,23,24,Premium Face Wash
PRD27432,Auto,57,107,2,100,17,5,11,Essential Tyre Inflator
PRD27433,Watches_Gifts,44,412,2,167,16,10,17,Soft Desk Clock
PRD27434,Stationery,53,1118,2,800,26,5,36,Modern Stationery Pack
PRD27435,Sports_Leisure,51,3561,1,1600,30,15,30,Elegant Skipping Rope
PRD27436,Garden_Tools,43,1134,1,1400,27,9,11,Ultra Watering Can
PRD27437,Stationery,58,205,3,250,24,7,14,Lightweight Stationery Kit
PRD27438,Furniture_Decor,60,1071,1,850,16,20,12,Modern Side Table
PRD27439,Telephony,56,1568,1,150,18,6,11,Deluxe Telephony Piece
PRD27440,Furniture_Decor,53,617,2,633,45,4,35,Smart Storage Cabinet
PRD27441,Auto,57,1145,6,5050,53,43,11,Advanced Seat Cover Set
PRD27442,Watches_Gifts,57,641,1,450,28,10,18,Ergonomic Desk Clock
PRD27443,Home_Appliances,49,196,3,375,31,12,23,Ergonomic Electric Kettle
PRD27444,Computers_Accessories,55,579,1,150,16,11,11,Elegant Laptop Stand
PRD27445,Perfumery,53,128,1,438,20,14,19,Advanced Eau De Parfum
PRD27446,Health_Beauty,24,1932,1,400,25,25,25,Classic Vitamin Supplement
PRD27447,Furniture_Decor,63,406,3,550,20,20,13,Eco Storage Cabinet
PRD27448,Auto,54,1115,3,700,16,5,11,Compact Dashboard Cleaner
PRD27449,Watches_Gifts,55,1355,5,500,18,11,14,Premium Gift Set
PRD27450,Musical_Instruments,47,426,1,600,33,4,24,Lightweight Violin
PRD27451,Cool_Stuff,52,1170,1,400,25,10,11,Compact Flip Clock
PRD27452,Pet_Shop,61,796,1,350,20,20,20,Compact Pet Food Bowl
PRD27453,Watches_Gifts,44,777,2,400,16,11,11,Elegant Gift Set
PRD27454,Books_General_Interest,32,2127,5,1000,21,12,17,Smart Books General Interest
PRD27455,Telephony,27,402,5,150,19,3,11,Ergonomic Telephony Edition
PRD27456,Toys,59,410,2,300,24,15,15,Compact Puzzle Game
PRD27457,Bed_Bath_Table,52,251,1,1850,45,15,35,Pro Bedsheet Set
PRD27458,Housewares,54,754,5,450,20,10,20,Eco Glass Storage Jar
PRD27459,Computers_Accessories,60,760,1,153,16,12,13,Soft Webcam
PRD27460,Sports_Leisure,38,440,1,600,22,33,16,Premium Tennis Racket
PRD27461,Home_Appliances_2,31,107,1,8400,46,44,28,Lightweight Home Appliances 2
PRD27462,Housewares,46,879,3,9900,40,30,35,Advanced Cutlery Set
PRD27463,Sports_Leisure,40,1200,1,1170,36,26,21,Premium Hiking Backpack
PRD27464,Bed_Bath_Table,52,204,1,2200,55,25,35,Sturdy Bedsheet Set
PRD27465,Consoles_Games,37,265,2,200,50,5,25,Heavy-Duty Consoles Games Kit
PRD27466,Cool_Stuff,60,482,3,833,17,12,16,Compact LED String Light
PRD27467,Health_Beauty,53,844,2,150,20,10,20,Wireless Face Cream
PRD27468,Construction_Tools_Construction,55,721,2,650,16,11,11,Eco Construction Tools Construction Piece
PRD27469,Bed_Bath_Table,60,643,1,2250,39,7,28,Lightweight Comforter
PRD27470,Office_Furniture,54,1094,1,7513,53,62,26,Compact Filing Cabinet
PRD27471,Luggage_Accessories,50,683,5,15500,40,60,25,Fresh Travel Duffel
PRD27472,Furniture_Decor,57,184,11,2300,36,21,36,Ergonomic Bookshelf
PRD27473,Housewares,49,111,1,4500,70,15,15,Pro Glass Storage Jar
PRD27474,Housewares,52,1307,3,8450,35,35,35,Wireless Glass Storage Jar
PRD27475,Stationery,55,300,5,5850,60,20,29,Classic Stationery Item
PRD27476,Housewares,42,225,1,6513,64,37,38,Deluxe Kitchen Organizer
PRD27477,Stationery,51,366,4,400,30,20,25,Lightweight Stationery Pack
PRD27478,Sports_Leisure,28,1319,1,500,34,16,16,Essential Cricket Kit
PRD27479,Fashion_Shoes,50,375,6,200,29,7,16,Essential Sandals
PRD27480,Computers_Accessories,49,397,1,850,26,21,29,Elegant Laptop Stand
PRD27481,Bed_Bath_Table,57,604,1,2820,34,8,38,Ergonomic Bedsheet Set
PRD27482,Furniture_Decor,53,223,1,13200,56,48,38,Portable Side Table
PRD27483,Auto,55,3357,1,2250,16,25,11,Fresh Tyre Inflator
PRD27484,Toys,58,626,3,1250,30,8,30,Fresh Race Car Set
PRD27485,Fashion_Bags_Accessories,40,243,1,200,24,9,16,Classic Fashion Bags Accessories Piece
PRD27486,Watches_Gifts,30,109,1,430,17,9,11,Ergonomic Gift Set
PRD27487,Health_Beauty,48,325,1,500,98,3,12,Wireless Hair Serum
PRD27488,Perfumery,44,1388,2,200,16,5,11,Pro Eau De Toilette
PRD27489,Bed_Bath_Table,55,273,1,1100,38,10,38,Premium Comforter
PRD27490,Bed_Bath_Table,51,1076,3,9800,65,20,45,Classic Table Runner
PRD27491,Air_Conditioning,54,665,2,1800,30,15,30,Essential Air Conditioning
PRD27492,Baby,33,360,1,3050,40,15,30,Smart Baby Blanket
PRD27493,Sports_Leisure,41,737,1,350,20,20,20,Eco Skipping Rope
PRD27494,Computers_Accessories,52,826,1,800,26,13,25,Ultra Keyboard
PRD27495,Furniture_Decor,59,573,4,14550,40,40,40,Classic Floor Lamp
PRD27496,Sports_Leisure,57,1176,1,2200,16,11,11,Lightweight Skipping Rope
PRD27497,Fashion_Bags_Accessories,54,267,1,250,16,10,12,Heavy-Duty Fashion Bags Accessories Unit
PRD27498,Housewares,36,810,4,800,27,22,27,Wireless Mixing Bowl
PRD27499,Computers_Accessories,63,387,7,400,26,3,20,Premium Wireless Mouse
PRD27500,Air_Conditioning,55,2092,4,8160,31,65,34,Eco Air Conditioning Item
PRD27501,Health_Beauty,60,1883,3,175,23,11,13,Classic Face Cream
PRD27502,Electronics,39,410,1,200,25,7,16,Ultra Power Bank
PRD27503,Toys,55,546,1,5200,30,30,30,Sturdy Puzzle Game
PRD27504,Telephony,60,622,2,200,20,4,14,Wireless Telephony Bundle
PRD27505,Office_Furniture,40,1187,1,12275,40,54,38,Heavy-Duty Filing Cabinet
PRD27506,Toys,33,416,1,450,17,13,16,Deluxe Action Figure
PRD27507,Stationery,55,679,2,1000,25,41,30,Eco Stationery Edition
PRD27508,Bed_Bath_Table,44,192,1,700,40,4,30,Premium Bedsheet Set
PRD27509,Home_Comfort_2,42,423,1,425,105,20,20,Smart Home Comfort 2 Accessory
PRD27510,Sports_Leisure,56,206,4,3300,89,15,40,Lightweight Yoga Mat
PRD27511,Furniture_Decor,24,856,1,5800,57,15,38,Portable Floor Lamp
PRD27512,Housewares,60,355,4,875,29,24,25,Pro Cutlery Set
PRD27513,Furniture_Decor,40,966,3,400,36,15,36,Elegant Bookshelf
PRD27514,Sports_Leisure,37,227,2,200,23,5,16,Elegant Skipping Rope
PRD27515,Furniture_Living_Room,50,1146,2,3300,30,11,30,Sturdy Furniture Living Room Unit
PRD27516,Fashion_Bags_Accessories,54,220,3,150,17,6,12,Ultra Fashion Bags Accessories Accessory
PRD27517,Fashion_Bags_Accessories,29,242,1,400,16,16,11,Heavy-Duty Fashion Bags Accessories
PRD27518,Sports_Leisure,40,236,1,1200,18,18,15,Premium Skipping Rope
PRD27519,Stationery,43,703,1,300,25,10,15,Heavy-Duty Stationery Item
PRD27520,Bed_Bath_Table,56,500,1,967,28,7,30,Fresh Comforter
PRD27521,Baby,55,1627,1,750,20,13,13,Soft Swaddle Wrap
PRD27522,Sports_Leisure,36,959,1,250,25,10,18,Advanced Skipping Rope
PRD27523,Bed_Bath_Table,53,251,1,1400,36,9,27,Smart Bedsheet Set
PRD27524,Bed_Bath_Table,58,1623,1,200,26,10,22,Essential Pillow Cover Set
PRD27525,Health_Beauty,48,1232,4,1200,16,35,11,Classic Hair Serum
PRD27526,Watches_Gifts,55,1331,2,291,16,11,12,Sturdy Desk Clock
PRD27527,Stationery,48,181,2,800,25,55,35,Pro Stationery Accessory
PRD27528,Housewares,36,2041,1,2500,16,20,11,Essential Cutlery Set
PRD27529,Bed_Bath_Table,60,270,1,1350,34,7,32,Smart Pillow Cover Set
PRD27530,Air_Conditioning,47,781,5,5300,26,26,56,Lightweight Air Conditioning Edition
PRD27531,Costruction_Tools_Tools,40,473,1,570,17,10,17,Modern Costruction Tools Tools
PRD27532,Home_Appliances,39,510,1,350,29,13,25,Portable Steam Iron
PRD27533,Office_Furniture,52,1076,4,10750,53,74,18,Soft Monitor Riser
PRD27534,Books_General_Interest,31,380,1,250,16,25,25,Elegant Books General Interest Unit
PRD27535,Perfumery,47,288,1,200,16,14,15,Wireless Fragrance Spray
PRD27536,Pet_Shop,36,803,2,700,23,21,21,Ultra Pet Food Bowl
PRD27537,Fashion_Shoes,40,303,12,500,29,7,16,Compact Loafers
PRD27538,Health_Beauty,43,225,1,1100,27,9,14,Soft Face Wash
PRD27539,Sports_Leisure,53,895,1,700,16,16,16,Smart Tennis Racket
PRD27540,Baby,40,1415,1,3013,40,21,40,Ultra Swaddle Wrap
PRD27541,Computers_Accessories,40,3088,6,300,16,16,16,Compact Laptop Stand
PRD27542,Perfumery,56,94,1,200,17,9,20,Compact Fragrance Spray
PRD27543,Perfumery,51,587,1,267,16,6,11,Eco Aroma Mist
PRD27544,Housewares,56,728,6,250,35,6,12,Sturdy Mixing Bowl
PRD27545,Consoles_Games,44,482,3,500,20,30,20,Advanced Consoles Games Accessory
PRD27546,Furniture_Decor,51,372,1,300,37,15,27,Modern Side Table
PRD27547,Pet_Shop,54,802,18,9500,33,30,44,Sturdy Pet Food Bowl
PRD27548,Sports_Leisure,54,708,4,350,42,7,24,Premium Skipping Rope
PRD27549,Housewares,60,236,1,100,21,9,13,Essential Cutlery Set
PRD27550,Telephony,60,565,1,200,19,4,11,Eco Telephony Unit
PRD27551,Office_Furniture,39,1190,1,13200,100,8,60,Portable Filing Cabinet
PRD27552,Telephony,52,886,6,121,17,4,16,Ultra Telephony Pack
PRD27553,Furniture_Decor,60,1505,3,2350,105,3,70,Compact Side Table
PRD27554,Stationery,44,178,1,200,20,10,15,Wireless Stationery Accessory
PRD27555,Cool_Stuff,32,304,3,450,35,5,25,Premium Flip Clock
PRD27556,Furniture_Decor,55,1977,3,7100,90,4,55,Elegant Floor Lamp
PRD27557,Toys,47,411,1,300,28,13,22,Ergonomic Action Figure
PRD27558,Sports_Leisure,56,261,2,800,60,15,15,Fresh Cricket Kit
PRD27559,Perfumery,49,1606,1,400,18,5,11,Soft Eau De Toilette
PRD27560,Office_Furniture,48,375,2,22500,79,12,40,Advanced Ergonomic Chair
PRD27561,Sports_Leisure,54,1007,2,4250,20,20,20,Advanced Yoga Mat
PRD27562,Luggage_Accessories,33,1193,1,24500,37,80,60,Heavy-Duty Packing Cube Set
PRD27563,Sports_Leisure,55,659,1,475,35,21,30,Deluxe Hiking Backpack
PRD27564,Computers_Accessories,63,601,5,1200,46,36,11,Modern Wireless Mouse
PRD27565,Auto,42,872,1,954,22,20,22,Elegant Seat Cover Set
PRD27566,Garden_Tools,59,2407,1,400,38,10,25,Premium Watering Can
PRD27567,Bed_Bath_Table,51,231,1,2100,40,6,29,Compact Pillow Cover Set
PRD27568,Health_Beauty,46,1472,1,2250,30,10,17,Classic Face Wash
PRD27569,Sports_Leisure,59,308,4,100,16,16,11,Ultra Tennis Racket
PRD27570,Consoles_Games,43,488,2,100,18,5,15,Classic Consoles Games Accessory
PRD27571,Watches_Gifts,47,766,2,250,16,11,11,Compact Digital Watch
PRD27572,Bed_Bath_Table,49,444,1,550,30,3,19,Ultra Comforter
PRD27573,Housewares,36,308,2,550,21,22,24,Deluxe Kitchen Organizer
PRD27574,Perfumery,60,662,1,200,23,7,15,Soft Aroma Mist
PRD27575,Auto,58,1225,1,1100,26,40,20,Fresh Car Phone Holder
PRD27576,Auto,56,1066,4,100,24,2,17,Ergonomic Dashboard Cleaner
PRD27577,Bed_Bath_Table,54,693,2,5300,45,20,35,Compact Bedsheet Set
PRD27578,Perfumery,36,515,1,150,18,8,12,Compact Eau De Parfum
PRD27579,Toys,57,294,2,525,21,23,20,Eco Race Car Set
PRD27580,Food_Drink,46,844,1,400,24,8,23,Compact Food Drink
